Fecha;Tension AC;Corriente AC;Potencia activa;Potencia aparente;Potencia reactiva;Frecuencia;Factor de potencia;Energia total;Energia diaria;Tension DC;Corriente DC;Potencia DC;Irradiancia;Temp modulo;Temp ambiente
16/04/2015 00:00:03;226,300000;0,200000;4,000000;45,200000;-44,900000;60,000000;-0,089000;81,200000;12,856452;21,400000;0,000000;0,000000;0,000000;21,100000;23,100000
16/04/2015 00:00:18;226,100000;0,198000;3,700000;44,700000;-44,500000;60,000000;-0,110000;81,200000;12,856468;21,400000;0,000000;0,000000;0,000000;21,100000;23,100000
16/04/2015 00:00:33;226,200000;0,200000;4,400000;45,200000;-44,900000;60,000000;-0,153000;81,200000;12,856486;21,400000;0,000000;0,000000;0,000000;21,100000;23,100000
16/04/2015 00:00:48;226,200000;0,200000;5,100000;45,000000;-44,600000;60,000000;-0,125000;81,200000;12,856507;21,400000;0,000000;0,000000;0,000000;21,100000;23,100000
16/04/2015 00:01:03;226,100000;0,199000;4,100000;44,900000;-44,700000;60,000000;-0,099000;81,200000;12,856524;21,500000;0,000000;0,000000;0,000000;21,100000;23,000000
16/04/2015 00:01:18;225,500000;0,199000;4,200000;44,800000;-44,400000;59,900000;-0,085000;81,200000;12,856542;21,500000;0,000000;0,000000;0,000000;21,100000;23,000000
16/04/2015 00:01:33;225,500000;0,199000;4,200000;44,800000;-44,600000;59,900000;-0,141000;81,200000;12,856559;21,500000;0,000000;0,000000;0,000000;21,100000;23,000000
16/04/2015 00:01:48;225,600000;0,199000;5,000000;44,800000;-44,500000;59,900000;-0,128000;81,200000;12,856580;21,500000;0,000000;0,000000;0,000000;21,100000;23,000000
16/04/2015 00:02:03;225,600000;0,200000;5,100000;45,100000;-44,800000;59,900000;-0,108000;81,200000;12,856601;21,500000;0,000000;0,000000;0,000000;21,100000;23,000000
16/04/2015 00:02:18;225,700000;0,201000;5,300000;45,300000;-44,300000;59,900000;-0,098000;81,200000;12,856623;21,500000;0,000000;0,000000;0,000000;21,100000;23,000000
16/04/2015 00:02:33;225,700000;0,201000;4,900000;45,300000;-44,800000;59,900000;-0,102000;81,200000;12,856644;21,500000;0,000000;0,000000;0,000000;21,100000;23,000000
16/04/2015 00:02:48;225,600000;0,198000;4,200000;44,600000;-44,900000;59,900000;-0,128000;81,200000;12,856661;21,500000;0,000000;0,000000;0,000000;21,100000;23,000000
16/04/2015 00:03:03;225,800000;0,199000;5,300000;44,900000;-44,500000;60,000000;-0,113000;81,200000;12,856683;21,500000;0,000000;0,000000;0,000000;21,000000;23,000000
16/04/2015 00:03:18;225,600000;0,201000;4,900000;45,300000;-45,000000;59,900000;-0,111000;81,200000;12,856704;21,500000;0,000000;0,000000;0,000000;21,000000;23,000000
16/04/2015 00:03:33;225,800000;0,200000;5,400000;45,300000;-45,000000;59,900000;-0,107000;81,200000;12,856726;21,500000;0,000000;0,000000;0,000000;21,000000;23,000000
16/04/2015 00:03:48;225,900000;0,199000;5,000000;45,800000;-45,300000;60,000000;-0,146000;81,200000;12,856747;21,500000;0,000000;0,000000;0,000000;21,100000;23,100000
16/04/2015 00:04:03;225,700000;0,200000;5,100000;45,100000;-45,000000;60,000000;-0,138000;81,200000;12,856768;21,500000;0,000000;0,000000;0,000000;21,100000;23,100000
16/04/2015 00:04:18;225,900000;0,198000;4,500000;44,700000;-44,400000;59,900000;-0,103000;81,200000;12,856787;21,500000;0,000000;0,000000;0,000000;21,100000;23,100000
16/04/2015 00:04:33;226,300000;0,201000;5,600000;45,400000;-45,000000;60,000000;-0,136000;81,200000;12,856810;21,500000;0,000000;0,000000;0,000000;21,100000;23,100000
16/04/2015 00:04:48;226,200000;0,199000;5,300000;45,000000;-44,600000;60,000000;-0,095000;81,200000;12,856833;21,500000;0,000000;0,000000;0,000000;21,100000;23,100000
16/04/2015 00:05:03;226,100000;0,200000;4,400000;45,600000;-45,100000;60,000000;-0,101000;81,200000;12,856851;21,500000;0,000000;0,000000;0,000000;21,000000;23,100000
16/04/2015 00:05:18;226,100000;0,200000;5,100000;45,200000;-44,800000;60,000000;-0,130000;81,200000;12,856872;21,500000;0,000000;0,000000;0,000000;21,000000;23,100000
16/04/2015 00:05:33;225,900000;0,200000;4,600000;45,100000;-44,600000;59,900000;-0,108000;81,200000;12,856891;21,500000;0,000000;0,000000;0,000000;21,000000;23,000000
16/04/2015 00:05:48;225,900000;0,199000;4,800000;44,900000;-44,600000;59,900000;-0,113000;81,200000;12,856911;21,500000;0,000000;0,000000;0,000000;21,000000;23,000000
16/04/2015 00:06:03;226,000000;0,202000;6,500000;45,600000;-45,100000;59,900000;-0,142000;81,200000;12,856938;21,600000;0,000000;0,000000;0,000000;21,000000;23,100000
16/04/2015 00:06:18;226,000000;0,199000;4,600000;45,200000;-44,900000;59,900000;-0,101000;81,200000;12,856958;21,500000;0,000000;0,000000;0,000000;21,000000;23,100000
16/04/2015 00:06:33;226,600000;0,201000;5,000000;45,500000;-45,200000;60,000000;-0,110000;81,200000;12,856978;21,500000;0,000000;0,000000;0,000000;21,000000;23,100000
16/04/2015 00:06:48;226,000000;0,201000;4,600000;45,400000;-44,800000;60,000000;-0,126000;81,200000;12,856998;21,500000;0,000000;0,000000;0,000000;21,000000;23,000000
16/04/2015 00:07:03;226,200000;0,201000;5,200000;45,400000;-45,100000;60,100000;-0,140000;81,200000;12,857019;21,500000;0,000000;0,000000;0,000000;21,000000;23,000000
16/04/2015 00:07:18;226,000000;0,199000;4,900000;44,900000;-44,600000;60,000000;-0,109000;81,200000;12,857040;21,600000;0,000000;0,000000;0,000000;20,900000;23,000000
16/04/2015 00:07:33;226,100000;0,202000;6,200000;45,200000;-44,900000;60,000000;-0,146000;81,200000;12,857065;21,600000;0,000000;0,000000;0,000000;20,900000;22,900000
16/04/2015 00:07:48;226,300000;0,202000;6,600000;45,900000;-45,400000;60,100000;-0,144000;81,200000;12,857093;21,600000;0,000000;0,000000;0,000000;20,900000;22,900000
16/04/2015 00:08:03;226,200000;0,198000;4,500000;44,700000;-44,800000;60,000000;-0,119000;81,200000;12,857112;21,600000;0,000000;0,000000;0,000000;20,900000;22,900000
16/04/2015 00:08:18;226,200000;0,200000;4,400000;45,200000;-44,900000;60,000000;-0,150000;81,200000;12,857130;21,500000;0,000000;0,000000;0,000000;20,900000;22,900000
16/04/2015 00:08:33;225,700000;0,201000;5,900000;45,100000;-44,800000;60,000000;-0,140000;81,200000;12,857155;21,600000;0,000000;0,000000;0,000000;20,900000;22,900000
16/04/2015 00:08:48;226,300000;0,200000;5,400000;45,200000;-44,800000;60,000000;-0,144000;81,200000;12,857177;21,600000;0,000000;0,000000;0,000000;20,900000;23,000000
16/04/2015 00:09:03;226,100000;0,199000;4,300000;45,200000;-44,900000;60,100000;-0,158000;81,200000;12,857195;21,600000;0,000000;0,000000;0,000000;20,900000;23,000000
16/04/2015 00:09:18;226,100000;0,200000;4,600000;46,100000;-45,500000;60,000000;-0,150000;81,200000;12,857214;21,500000;0,000000;0,000000;0,000000;20,900000;23,000000
16/04/2015 00:09:33;226,200000;0,200000;4,300000;45,200000;-44,700000;60,100000;-0,102000;81,200000;12,857232;21,600000;0,000000;0,000000;0,000000;21,000000;23,000000
16/04/2015 00:09:48;226,200000;0,203000;6,300000;44,700000;-44,500000;60,000000;-0,147000;81,200000;12,857258;21,600000;0,000000;0,000000;0,000000;21,000000;23,000000
16/04/2015 00:10:03;226,400000;0,204000;7,200000;46,100000;-45,500000;60,000000;-0,141000;81,200000;12,857288;21,600000;0,000000;0,000000;0,000000;21,000000;23,000000
16/04/2015 00:10:18;226,000000;0,199000;4,600000;44,900000;-44,600000;60,000000;-0,154000;81,200000;12,857308;21,600000;0,000000;0,000000;0,000000;20,900000;23,000000
16/04/2015 00:10:33;225,900000;0,203000;6,900000;44,900000;-44,600000;60,000000;-0,104000;81,200000;12,857336;21,600000;0,000000;0,000000;0,000000;20,900000;23,000000
16/04/2015 00:10:48;226,000000;0,205000;7,400000;44,900000;-45,100000;60,000000;-0,105000;81,200000;12,857367;21,600000;0,000000;0,000000;0,000000;20,900000;23,000000
16/04/2015 00:11:03;226,200000;0,199000;4,700000;44,900000;-44,900000;60,000000;-0,134000;81,200000;12,857387;21,600000;0,000000;0,000000;0,000000;20,900000;23,100000
16/04/2015 00:11:18;226,000000;0,200000;5,000000;45,200000;-44,900000;60,000000;-0,096000;81,200000;12,857408;21,600000;0,000000;0,000000;0,000000;20,900000;23,100000
16/04/2015 00:11:33;226,200000;0,204000;7,300000;46,100000;-45,500000;60,000000;-0,160000;81,200000;12,857438;21,500000;0,000000;0,000000;0,000000;20,900000;23,100000
16/04/2015 00:11:48;225,900000;0,199000;4,500000;44,900000;-44,600000;59,900000;-0,092000;81,200000;12,857457;21,600000;0,000000;0,000000;0,000000;20,900000;23,100000
16/04/2015 00:12:03;226,100000;0,199000;5,400000;45,600000;-45,100000;60,000000;-0,140000;81,200000;12,857479;21,600000;0,000000;0,000000;0,000000;20,900000;23,000000
16/04/2015 00:12:18;225,900000;0,200000;5,000000;45,200000;-44,400000;60,000000;-0,100000;81,200000;12,857500;21,600000;0,000000;0,000000;0,000000;20,900000;23,000000
16/04/2015 00:12:33;225,800000;0,199000;4,200000;44,900000;-44,800000;60,000000;-0,106000;81,200000;12,857518;21,600000;0,000000;0,000000;0,000000;20,900000;23,000000
16/04/2015 00:12:48;226,000000;0,201000;6,000000;45,400000;-45,000000;60,000000;-0,154000;81,200000;12,857543;21,600000;0,000000;0,000000;0,000000;20,900000;23,000000
16/04/2015 00:13:03;226,200000;0,204000;7,300000;46,100000;-45,500000;60,000000;-0,104000;81,200000;12,857573;21,600000;0,000000;0,000000;0,000000;20,900000;23,000000
16/04/2015 00:13:18;225,900000;0,203000;7,000000;45,400000;-45,000000;60,000000;-0,101000;81,200000;12,857602;21,600000;0,000000;0,000000;0,000000;20,900000;23,100000
16/04/2015 00:13:33;225,800000;0,199000;4,500000;45,800000;-45,300000;60,000000;-0,146000;81,200000;12,857621;21,600000;0,000000;0,000000;0,000000;20,900000;23,000000
16/04/2015 00:13:48;226,000000;0,199000;4,800000;44,900000;-44,900000;60,000000;-0,106000;81,200000;12,857641;21,600000;0,000000;0,000000;0,000000;20,900000;23,000000
16/04/2015 00:14:03;225,500000;0,200000;4,600000;45,100000;-44,600000;59,900000;-0,156000;81,200000;12,857660;21,600000;0,000000;0,000000;0,000000;20,900000;23,000000
16/04/2015 00:14:18;225,900000;0,200000;4,700000;45,100000;-44,800000;59,900000;-0,155000;81,200000;12,857680;21,600000;0,000000;0,000000;0,000000;20,900000;23,000000
16/04/2015 00:14:33;226,100000;0,201000;6,600000;45,400000;-44,900000;59,900000;-0,100000;81,200000;12,857707;21,600000;0,000000;0,000000;0,000000;20,900000;23,000000
16/04/2015 00:14:48;226,200000;0,200000;5,500000;45,600000;-45,000000;59,900000;-0,115000;81,200000;12,857730;21,600000;0,000000;0,000000;0,000000;20,800000;23,000000
16/04/2015 00:15:03;226,000000;0,201000;6,300000;45,400000;-44,900000;59,900000;-0,104000;81,200000;12,857756;21,600000;0,000000;0,000000;0,000000;20,800000;23,000000
16/04/2015 00:15:18;226,300000;0,202000;6,200000;45,700000;-44,700000;59,900000;-0,106000;81,200000;12,857782;21,600000;0,000000;0,000000;0,000000;20,800000;23,000000
16/04/2015 00:15:33;226,100000;0,198000;4,600000;44,700000;-44,400000;59,900000;-0,104000;81,200000;12,857801;21,600000;0,000000;0,000000;0,000000;20,800000;23,000000
16/04/2015 00:15:48;226,200000;0,203000;6,800000;45,900000;-45,300000;59,900000;-0,117000;81,200000;12,857830;21,600000;0,000000;0,000000;0,000000;20,800000;22,900000
16/04/2015 00:16:03;226,100000;0,200000;4,900000;45,600000;-45,100000;59,900000;-0,100000;81,200000;12,857850;21,600000;0,000000;0,000000;0,000000;20,800000;22,900000
16/04/2015 00:16:18;226,100000;0,204000;6,900000;44,900000;-44,600000;59,900000;-0,109000;81,200000;12,857879;21,600000;0,000000;0,000000;0,000000;20,800000;22,900000
16/04/2015 00:16:33;226,300000;0,201000;5,600000;45,000000;-44,700000;59,900000;-0,102000;81,200000;12,857902;21,600000;0,000000;0,000000;0,000000;20,800000;22,900000
16/04/2015 00:16:48;226,000000;0,200000;5,200000;45,100000;-44,900000;59,900000;-0,143000;81,200000;12,857924;21,600000;0,000000;0,000000;0,000000;20,800000;23,000000
16/04/2015 00:17:03;226,200000;0,198000;4,400000;44,700000;-44,400000;59,900000;-0,104000;81,200000;12,857942;21,700000;0,000000;0,000000;0,000000;20,800000;23,000000
16/04/2015 00:17:18;226,100000;0,202000;6,900000;45,600000;-45,000000;59,900000;-0,148000;81,200000;12,857971;21,700000;0,000000;0,000000;0,000000;20,800000;23,000000
16/04/2015 00:17:33;226,900000;0,205000;6,900000;46,500000;-45,900000;60,100000;-0,090000;81,200000;12,858000;21,700000;0,000000;0,000000;0,000000;20,800000;23,000000
16/04/2015 00:17:48;226,200000;0,203000;7,000000;45,400000;-45,000000;60,000000;-0,123000;81,200000;12,858029;21,700000;0,000000;0,000000;0,000000;20,800000;23,000000
16/04/2015 00:18:03;226,000000;0,204000;7,100000;46,100000;-45,100000;59,900000;-0,106000;81,200000;12,858058;21,600000;0,000000;0,000000;0,000000;20,800000;23,000000
16/04/2015 00:18:18;226,200000;0,202000;6,300000;45,600000;-45,300000;59,900000;-0,150000;81,200000;12,858085;21,700000;0,000000;0,000000;0,000000;20,800000;23,000000
16/04/2015 00:18:33;226,400000;0,198000;4,600000;44,800000;-44,500000;60,000000;-0,104000;81,200000;12,858104;21,700000;0,000000;0,000000;0,000000;20,800000;23,000000
16/04/2015 00:18:48;226,300000;0,203000;6,600000;45,900000;-45,400000;60,000000;-0,109000;81,200000;12,858131;21,700000;0,000000;0,000000;0,000000;20,800000;23,000000
16/04/2015 00:19:03;226,300000;0,199000;4,600000;46,100000;-45,500000;60,000000;-0,107000;81,200000;12,858150;21,600000;0,000000;0,000000;0,000000;20,800000;22,900000
16/04/2015 00:19:18;226,500000;0,198000;5,000000;45,700000;-45,200000;60,000000;-0,146000;81,200000;12,858171;21,700000;0,000000;0,000000;0,000000;20,700000;22,900000
16/04/2015 00:19:33;226,000000;0,201000;6,400000;45,400000;-44,900000;60,000000;-0,113000;81,200000;12,858198;21,700000;0,000000;0,000000;0,000000;20,700000;22,900000
16/04/2015 00:19:48;226,000000;0,198000;4,900000;44,700000;-44,400000;59,900000;-0,112000;81,200000;12,858218;21,700000;0,000000;0,000000;0,000000;20,700000;22,900000
16/04/2015 00:20:03;225,900000;0,199000;4,500000;44,900000;-44,600000;59,900000;-0,108000;81,200000;12,858237;21,700000;0,000000;0,000000;0,000000;20,700000;22,900000
16/04/2015 00:20:18;226,200000;0,202000;6,400000;45,600000;-45,100000;60,000000;-0,145000;81,200000;12,858264;21,700000;0,000000;0,000000;0,000000;20,700000;22,900000
16/04/2015 00:20:33;225,800000;0,200000;5,100000;44,900000;-44,800000;60,000000;-0,111000;81,200000;12,858285;21,600000;0,000000;0,000000;0,000000;20,700000;22,900000
